Ref,Status,Design ,Type ,Mode,2024_Outstanding Benefits-RiskScore,2024_Membership, 2024_Total Net Assets ,2024_ExpensesTo TotalAssets Ratio,2024_OUTFLOW/INFLOW - Liquidity Ratio,2024_Overall Risk Score,2024_ReturnOn Investment,2024_UnremmittedContributions/Total Assets,2024_Compliance toTable G,2024_Inflation,2024_interest_rates,2024_exchange_rates,2023_Outstanding Benefits-RiskScore,2023_Membership,2023_Total Net Assets,2023_ExpensesTo TotalAssets Ratio,2023_OUTFLOW/INFLOW - Liquidity Ratio,2023_Overall Risk Score,2023_ReturnOn Investment,2023_UnremmittedContributions/Total Assets,2023_Compliance toTable G,2023_Inflation,2023_interest_rates,2023_exchange_rates,2022_Outstanding Benefits-RiskScore,2022_Membership,2022_Total Net Assets,2022_ExpensesTo TotalAssets Ratio,2022_OUTFLOW/INFLOW - Liquidity Ratio,2022_Overall Risk Score,2022_ReturnOn Investment,2022_UnremmittedContributions/Total Assets,2022_Compliance toTable G,2022_Inflation,2022_interest_rates,2022_exchange_rates,2021_Outstanding Benefits-RiskScore,2021_Membership,2021_Total Net Assets,2021_ExpensesTo TotalAssets Ratio,2021_OUTFLOW/INFLOW - Liquidity Ratio,2021_Overall Risk Score,2021_ReturnOn Investment,2021_UnremmittedContributions/Total Assets,2021_Compliance toTable G,2021_Inflation,2021_interest_rates,2021_exchange_rates,2020_Outstanding Benefits-RiskScore,2020_Membership,2020_Total Net Assets,2020_ExpensesTo TotalAssets Ratio,2020_OUTFLOW/INFLOW - Liquidity Ratio,2020_Overall Risk Score,2020_ReturnOn Investment,2020_UnremmittedContributions/Total Assets,2020_Compliance toTable G,2020_Inflation,2020_interest_rates,2020_exchange_rates,2019_Outstanding Benefits-RiskScore,2019_Membership,2019_Total Net Assets,2019_ExpensesTo TotalAssets Ratio,2019_OUTFLOW/INFLOW - Liquidity Ratio,2019_Overall Risk Score,2019_ReturnOn Investment,2019_UnremmittedContributions/Total Assets,2019_Compliance toTable G,2019_Inflation,2019_interest_rates,2019_exchange_rates,2018_Outstanding Benefits-RiskScore,2018_Membership,2018_Total Net Assets,2018_ExpensesTo TotalAssets Ratio,2018_OUTFLOW/INFLOW - Liquidity Ratio,2018_Overall Risk Score,2018_ReturnOn Investment,2018_UnremmittedContributions/Total Assets,2018_Compliance toTable G,2018_Inflation,2018_interest_rates,2018_exchange_rates,2017_Outstanding Benefits-RiskScore,2017_Membership,2017_Total Net Assets,2017_ExpensesTo TotalAssets Ratio,2017_OUTFLOW/INFLOW - Liquidity Ratio,2017_Overall Risk Score,2017_ReturnOn Investment,2017_UnremmittedContributions/Total Assets,2017_Compliance toTable G,2017_Inflation,2017_interest_rates,2017_exchange_rates,2016_Outstanding Benefits-RiskScore,2016_Membership,2016_Total Net Assets,2016_ExpensesTo TotalAssets Ratio,2016_OUTFLOW/INFLOW - Liquidity Ratio,2016_Overall Risk Score,2016_ReturnOn Investment,2016_UnremmittedContributions/Total Assets,2016_Compliance toTable G,2016_Inflation,2016_interest_rates,2016_exchange_rates,2015_Outstanding Benefits-RiskScore,2015_Membership,2015_Total Net Assets,2015_ExpensesTo TotalAssets Ratio,2015_OUTFLOW/INFLOW - Liquidity Ratio,2015_Overall Risk Score,2015_ReturnOn Investment,2015_UnremmittedContributions/Total Assets,2015_Compliance toTable G,2015_Inflation,2015_interest_rates,2015_exchange_rates,2014_Outstanding Benefits-RiskScore,2014_Membership,2014_Total Net Assets,2014_ExpensesTo TotalAssets Ratio,2014_OUTFLOW/INFLOW - Liquidity Ratio,2014_Overall Risk Score,2014_ReturnOn Investment,2014_UnremmittedContributions/Total Assets,2014_Compliance toTable G,2014_Inflation,2014_interest_rates,2014_exchange_rates
679,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,77," 282,950,064.00 ",0.21%,209%,2.01,9%,0%,1,5%,11%,134.8,1,76," 256,751,944.00 ",0.21%,160%,2.31,11%,0%,5,7%,13%,151.77,1,60," 238,523,334.00 ",0.29%,112%,2.26,10%,0%,5,9%,9%,121.95,1,58," 233,751,436.00 ",0.22%,94%,2.72,10%,0%,5,6%,7%,111.93,0,58," 236,496,692.00 ",0.78%,81%,0,10%,0%,0,5%,7%,109.51,0,64," 244,597,331.00 ",0.85%,109%,0,10%,0%,0,5%,9%,102.55,0,62," 241,147,412.00 ",0.86%,84%,0,10%,0%,0,6%,9%,101.88,0,0," 249,280,194.00 ",0.96%,333%,0,10%,0%,0,5%,10%,103.37,0,113," 219,123,059.00 ",0.22%,152%,0,10%,0%,0,7%,10%,101.78,0,63," 205,472,597.00 ",1.01%,384%,0,13%,0%,0,7%,13%,103.78,0,54," 173,785,250.00 ",1.24%,494%,0,13%,0%,0,7%,10%,101.78
68,Active,Defined Contribution,Pension Scheme,Segregated funds,1,129," 140,177,508.00 ",0.55%,162%,2.62,13%,0%,5,5%,11%,134.8,0,127," 127,856,385.00 ",0.45%,344%,0,11%,0%,0,7%,13%,151.77,1,97," 109,835,307.00 ",0.78%,136%,2.74,10%,0%,5,9%,9%,121.95,1,100," 104,428,730.00 ",0.62%,379%,2.76,10%,0%,5,6%,7%,111.93,0,93," 89,545,482.00 ",0.60%,222%,0,8%,0%,0,5%,7%,109.51,0,0," 80,562,459.00 ",0.49%,81%,0,8%,0%,0,5%,9%,102.55,0,75," 83,889,962.00 ",0.49%,119%,0,9%,0%,0,6%,9%,101.88,0,73," 81,420,765.00 ",1.80%,41%,0,31%,0%,0,5%,10%,103.37,0,83," 130,404,179.00 ",1.34%,164%,0,5%,0%,0,7%,10%,101.78,0,72," 124,088,499.00 ",1.21%,71%,0,-1%,0%,0,7%,13%,103.78,,,,,,,,,,,,
680,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,0," 519,325,270.00 ",0.60%,65%,2.83,9%,0%,1,5%,11%,134.8,1,637," 569,542,035.00 ",0.53%,162%,2.26,9%,0%,5,7%,13%,151.77,1,380," 532,644,150.00 ",0.51%,571%,2.26,9%,0%,5,9%,9%,121.95,1,555," 452,216,823.00 ",0.63%,49%,2.72,9%,0%,5,6%,7%,111.93,0,342," 544,935,898.00 ",0.42%,1303%,0,9%,0%,0,5%,7%,109.51,0,299," 462,245,369.00 ",0.61%,1341%,0,9%,0%,0,5%,9%,102.55,0,304," 387,925,007.00 ",0.53%,450%,0,9%,0%,0,6%,9%,101.88,0,334," 331,476,239.00 ",0.57%,516%,0,10%,0%,0,5%,10%,103.37,0,265," 277,966,353.00 ",0.48%,214%,0,10%,0%,0,7%,10%,101.78,0,274," 247,567,987.00 ",0.64%,312%,0,13%,0%,0,7%,13%,103.78,0,267," 211,676,417.00 ",0.31%,341%,0,13%,0%,0,7%,10%,101.78
682,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,0," 113,996,135.00 ",0.64%,77%,1.31,9%,0%,1,5%,11%,134.8,0,128," 119,164,684.00 ",0.31%,13%,0,12%,0%,0,7%,13%,151.77,1,160," 282,199,276.00 ",0.21%,1383%,2.15,10%,0%,5,9%,9%,121.95,1,194," 243,798,889.00 ",0.21%,1727%,2.66,9%,0%,5,6%,7%,111.93,0,157," 208,885,854.00 ",0.21%,140%,0,10%,0%,0,5%,7%,109.51,0,161," 198,991,756.00 ",0.21%,224%,0,10%,0%,0,5%,9%,102.55,0,161," 179,692,445.00 ",0.21%,1721%,0,10%,0%,0,6%,9%,101.88,0,157," 150,977,771.00 ",0.22%,1324%,0,10%,0%,0,5%,10%,103.37,0,136," 126,153,592.00 ",0.22%,2587%,0,10%,0%,0,7%,10%,101.78,0,137," 103,453,225.00 ",0.22%,1969%,0,13%,0%,0,7%,13%,103.78,0,138," 82,991,918.00 ",0.23%,2740%,0,13%,0%,0,7%,10%,101.78
687,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,61," 186,847,352.00 ",0.33%,147%,2.72,9%,0%,1,5%,11%,134.8,0,56," 177,584,610.00 ",0.25%,567%,0,10%,0%,0,7%,13%,151.77,1,52," 151,305,309.00 ",0.29%,219%,2.56,10%,0%,5,9%,9%,121.95,1,96," 136,601,978.00 ",0.23%,1128%,2.8,9%,0%,5,6%,7%,111.93,0,53," 113,643,321.00 ",0.23%,357%,0,9%,0%,0,5%,7%,109.51,0,56," 97,049,113.00 ",0.24%,183%,0,9%,0%,0,5%,9%,102.55,0,51," 86,991,177.00 ",0.24%,412%,0,10%,0%,0,6%,9%,101.88,0,59," 71,841,043.00 ",0.23%,1099%,0,9%,0%,0,5%,10%,103.37,0,47," 56,972,647.00 ",0.52%,113%,0,10%,0%,0,7%,10%,101.78,0,66," 55,444,947.00 ",0.31%,97%,0,13%,0%,0,7%,13%,103.78,0,73," 55,974,407.00 ",0.23%,82%,0,13%,1%,0,7%,10%,101.78
691,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,26," 78,472,217.00 ",0.61%,26%,2.33,10%,0%,1,5%,11%,134.8,0,26," 115,722,470.00 ",0.20%,492%,0,10%,0%,0,7%,13%,151.77,1,24," 101,102,985.00 ",0.23%,238%,2.32,10%,0%,5,9%,9%,121.95,1,33," 92,261,899.00 ",0.23%,349%,2.64,10%,0%,5,6%,7%,111.93,0,28," 81,593,770.00 ",0.23%,377%,0,9%,0%,0,5%,7%,109.51,0,27," 72,009,087.00 ",0.23%,166%,0,7%,0%,0,5%,9%,102.55,0,29," 67,493,227.00 ",0.23%,430%,0,11%,0%,0,6%,9%,101.88,0,63," 57,481,116.00 ",0.23%,986%,0,10%,0%,0,5%,10%,103.37,0,24," 39,562,230.00 ",0.57%,561%,0,10%,0%,0,7%,10%,101.78,0,43," 38,666,201.00 ",0.25%,2651%,0,12%,0%,0,7%,13%,103.78,0,40," 29,923,613.00 ",0.86%,180%,0,13%,0%,0,7%,10%,101.78
692,Active,Defined Contribution,Pension Scheme,Segregated funds,1,1674," 184,910,345.00 ",8.58%,19%,3.52,9%,0%,5,5%,11%,134.8,0,2457," 253,032,535.00 ",2.60%,31%,0,8%,0%,0,7%,13%,151.77,1,1367," 299,323,187.00 ",1.81%,35%,3.52,8%,0%,5,9%,9%,121.95,1,1958," 344,499,399.00 ",0.58%,31%,4.38,8%,165%,5,6%,7%,111.93,,,,,,,,,,,,,0,0," 1,180,130,629.00 ",0.41%,42%,0,6%,48%,0,5%,9%,102.55,0,0," 1,272,878,321.00 ",1.07%,8%,0,12%,45%,0,6%,9%,101.88,0,2931," 3,105,109,644.00 ",0.94%,93%,0,10%,17%,0,5%,10%,103.37,0,5842," 3,156,568,857.00 ",0.89%,451%,0,10%,3%,0,7%,10%,101.78,0,5911," 2,596,903,888.00 ",0.40%,667%,0,12%,0%,0,7%,13%,103.78,0,5448," 2,003,337,044.00 ",0.39%,541%,0,12%,0%,0,7%,10%,101.78
693,Active,Defined Contribution,Provident Fund,Guaranteed funds,5,94," 127,375,850.00 ",0.50%,89%,2.9,10%,0%,1,5%,11%,134.8,1,97," 129,425,445.00 ",0.74%,151%,2.27,10%,0%,5,7%,13%,151.77,1,91," 123,333,732.00 ",0.23%,229%,2.46,10%,0%,5,9%,9%,121.95,1,0," 114,656,170.00 ",0.23%,335%,2.8,10%,0%,5,6%,7%,111.93,0,84," 103,443,989.00 ",0.28%,302%,0,10%,0%,0,5%,7%,109.51,0,86," 93,952,697.00 ",0.33%,152%,0,10%,0%,0,5%,9%,102.55,0,86," 89,260,070.00 ",0.24%,218%,0,10%,0%,0,6%,9%,101.88,0,87," 82,007,604.00 ",0.45%,585%,0,10%,0%,0,5%,10%,103.37,0,87," 71,618,375.00 ",0.63%,437%,0,10%,1%,0,7%,10%,101.78,0,76," 62,743,621.00 ",0.25%,269%,0,13%,0%,0,7%,13%,103.78,0,79," 55,415,901.00 ",0.26%,104%,0,13%,1%,0,7%,10%,101.78
694,Active,Defined Contribution,Provident Fund,Guaranteed funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98," 267,063,022.00 ",0.29%,1642%,0,10%,0%,0,7%,10%,101.78,0,98," 225,051,572.00 ",0.23%,1125%,0,13%,1%,0,7%,13%,103.78,0,101," 183,935,625.00 ",0.29%,836%,0,13%,0%,0,7%,10%,101.78
696,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,31," 26,708,448.00 ",2.40%,132%,4.1,11%,36%,1,5%,11%,134.8,0,31," 25,787,867.00 ",1.05%,171%,0,10%,35%,0,7%,13%,151.77,1,32," 24,309,075.00 ",1.08%,959%,4.12,6%,33%,5,9%,9%,121.95,1,34," 21,772,569.00 ",2.79%,89%,4.24,9%,33%,5,6%,7%,111.93,0,33," 22,151,254.00 ",2.53%,531%,0,7%,25%,0,5%,7%,109.51,0,33," 19,735,287.00 ",2.91%,158%,0,10%,21%,0,5%,9%,102.55,0,35," 18,209,131.00 ",4.83%,381%,0,7%,12%,0,6%,9%,101.88,0,32," 15,688,090.00 ",1.32%,63%,0,9%,6%,0,5%,10%,103.37,0,36," 17,701,491.00 ",4.70%,129%,0,8%,3%,0,7%,10%,101.78,0,27," 16,957,325.00 ",1.57%,1220%,0,7%,3%,0,7%,13%,103.78,0,29," 13,797,531.00 ",1.29%,279%,0,13%,0%,0,7%,10%,101.78
698,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,12," 92,044,264.00 ",0.20%,1034%,3.04,10%,0%,1,5%,11%,134.8,0,11," 74,750,500.00 ",0.20%,1208%,0,9%,0%,0,7%,13%,151.77,1,0," 60,793,509.00 ",0.20%,620%,2.49,6%,0%,5,9%,9%,121.95,1,9," 51,471,034.00 ",0.00%,0%,2.72,8%,0%,5,6%,7%,111.93,0,9," 41,986,656.00 ",0.20%,1021%,0,7%,0%,0,5%,7%,109.51,0,0," 33,025,399.00 ",0.20%,135%,0,9%,0%,0,5%,9%,102.55,0,9," 30,620,065.00 ",0.20%,2273%,0,7%,0%,0,6%,9%,101.88,0,0," 22,855,316.00 ",0.20%,1842%,0,8%,0%,0,5%,10%,103.37,0,5," 17,273,857.00 ",0.21%,217%,0,8%,0%,0,7%,10%,101.78,0,0," 15,177,594.00 ",0.20%,643%,0,7%,0%,0,7%,13%,103.78,0,0," 13,251,057.00 ",0.20%,309%,0,10%,0%,0,7%,10%,101.78
703,Active,Defined Benefit,Pension Scheme,Segregated funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0," 335,779,497.00 ",0.08%,486%,3.55,12%,0%,1,6%,7%,111.93,0,72," 303,081,662.00 ",0.00%,127%,0,6%,0%,0,5%,7%,109.51,0,76," 299,102,103.00 ",0.00%,432%,0,15%,0%,0,5%,9%,102.55,0,0," 264,600,690.00 ",0.00%,210%,0,6%,0%,0,6%,9%,101.88,0,0," 255,874,187.00 ",0.02%,390%,0,17%,0%,0,5%,10%,103.37,0,0," 222,961,028.00 ",0.00%,161%,0,8%,0%,0,7%,10%,101.78,0,0," 215,209,327.00 ",0.00%,24%,0,0%,0%,0,7%,13%,103.78,0,0," 227,919,248.00 ",0.02%,204%,0,15%,0%,0,7%,10%,101.78
704,Active,Defined Contribution,Pension Scheme,Segregated funds,1,355," 428,687,360.00 ",0.65%,79%,3.87,5%,31%,1,5%,11%,134.8,0,314," 434,768,288.00 ",0.71%,53%,0,3%,30%,0,7%,13%,151.77,1,299," 447,243,317.00 ",0.72%,43%,3.75,2%,58%,1,9%,9%,121.95,1,302," 461,759,513.00 ",0.62%,313%,4.08,14%,55%,1,6%,7%,111.93,0,302," 408,348,718.00 ",0.73%,188%,0,8%,34%,0,5%,7%,109.51,0,307," 384,284,171.00 ",0.76%,181%,0,8%,32%,0,5%,9%,102.55,0,354," 360,316,503.00 ",1.60%,354%,0,13%,27%,0,6%,9%,101.88,0,340," 310,790,387.00 ",1.20%,304%,0,14%,16%,0,5%,10%,103.37,0,334," 267,968,175.00 ",1.05%,149%,0,3%,31%,0,7%,10%,101.78,0,312," 258,288,742.00 ",1.08%,231%,0,11%,34%,0,7%,13%,103.78,0,264," 223,671,784.00 ",1.07%,417%,0,10%,4%,0,7%,10%,101.78
71,Active,Defined Contribution,Pension Scheme,Segregated funds,1,156," 250,970,542.00 ",0.00%,86%,2.4,16%,0%,5,5%,11%,134.8,0,177," 261,109,956.00 ",0.00%,130%,0,1%,0%,0,7%,13%,151.77,1,177," 255,019,315.00 ",0.00%,292%,2.32,-2%,0%,5,9%,9%,121.95,5,175," 243,903,807.00 ",0.03%,343%,3.56,12%,0%,5,6%,7%,111.93,0,172," 207,569,861.00 ",0.00%,158%,0,6%,0%,0,5%,7%,109.51,0,174," 195,838,722.00 ",1.32%,192%,0,8%,0%,0,5%,9%,102.55,0,179," 181,310,121.00 ",0.00%,134%,0,7%,0%,0,6%,9%,101.88,0,187," 174,651,347.00 ",0.00%,92%,0,9%,0%,0,5%,10%,103.37,0,193," 177,181,488.00 ",0.00%,79%,0,10%,0%,0,7%,10%,101.78,0,179," 185,650,704.00 ",0.00%,196%,0,-5%,0%,0,7%,13%,103.78,,,,,,,,,,,,
710,Active,Defined Contribution,Provident Fund,Segregated funds,1,217," 1,557,908,840.00 ",0.80%,557%,2.96,22%,0%,1,5%,11%,134.8,1,209," 1,160,605,190.00 ",0.92%,177%,2.12,2%,0%,1,7%,13%,151.77,1,211," 1,099,683,693.00 ",1.01%,54%,2.32,1%,0%,1,9%,9%,121.95,1,213," 1,198,357,024.00 ",1.02%,167%,2.62,12%,0%,1,6%,7%,111.93,0,190," 1,111,257,278.00 ",0.95%,64%,0,7%,0%,0,5%,7%,109.51,0,210," 1,199,767,196.00 ",0.94%,138%,0,17%,0%,0,5%,9%,102.55,0,211," 1,124,248,098.00 ",1.05%,36%,0,4%,0%,0,6%,9%,101.88,0,175," 1,315,078,865.00 ",0.95%,247%,0,15%,0%,0,5%,10%,103.37,0,183," 1,156,906,158.00 ",1.07%,91%,0,6%,0%,0,7%,10%,101.78,0,0," 1,171,982,469.00 ",1.71%,70%,0,1%,0%,0,7%,13%,103.78,0,148," 1,215,536,668.00 ",0.97%,173%,0,15%,0%,0,7%,10%,101.78
711,Active,Defined Benefit,Pension Scheme,Segregated funds,1,30," 170,651,330.00 ",1.30%,125%,3.21,12%,0%,1,5%,11%,134.8,0,32," 166,433,386.00 ",1.12%,114%,0,6%,0%,0,7%,13%,151.77,1,33," 165,126,218.00 ",1.32%,19%,3.42,2%,0%,1,9%,9%,121.95,1,35," 177,197,106.00 ",1.23%,930%,3.46,13%,0%,1,6%,7%,111.93,0,0," 156,388,103.00 ",1.29%,196%,0,7%,0%,0,5%,7%,109.51,0,37," 151,384,781.00 ",1.07%,980%,0,10%,0%,0,5%,9%,102.55,0,37," 137,277,785.00 ",1.16%,452%,0,13%,0%,0,6%,9%,101.88,0,38," 123,785,723.00 ",1.23%,663%,0,17%,0%,0,5%,10%,103.37,0,39," 106,053,280.00 ",1.33%,318%,0,6%,0%,0,7%,10%,101.78,,,,,,,,,,,,,,,,,,,,,,,,
713,Active,Defined Benefit,Pension Scheme,Segregated funds,1,240," 814,440,732.00 ",0.96%,52%,3.13,3%,0%,5,5%,11%,134.8,0,242," 837,847,091.00 ",0.86%,506%,0,29%,0%,0,7%,13%,151.77,1,253," 643,990,131.00 ",0.95%,9%,3.47,1%,0%,5,9%,9%,121.95,1,253," 690,810,110.00 ",0.96%,91%,3.43,6%,0%,5,6%,7%,111.93,0,247," 694,884,362.00 ",1.57%,40%,0,3%,0%,0,5%,7%,109.51,0,249," 729,254,823.00 ",0.87%,81%,0,4%,0%,0,5%,9%,102.55,0,259," 736,031,828.00 ",1.27%,95%,0,6%,0%,0,6%,9%,101.88,0,269," 738,448,070.00 ",1.52%,681%,0,43%,0%,0,5%,10%,103.37,0,269," 467,692,271.00 ",1.05%,95%,0,6%,0%,0,7%,10%,101.78,0,270," 469,316,059.00 ",1.08%,108%,0,7%,0%,0,7%,13%,103.78,0,283," 495,338,406.00 ",0.80%,325%,0,15%,0%,0,7%,10%,101.78
717,Active,Defined Contribution,Pension Scheme,Segregated funds,5,208," 1,194,803,072.00 ",0.90%,1007%,3.93,21%,0%,1,5%,11%,134.8,0,360," 867,954,168.00 ",1.16%,155%,0,3%,0%,0,7%,13%,151.77,1,381," 821,094,029.00 ",1.05%,105%,3.14,3%,0%,1,9%,9%,121.95,1,0," 814,850,486.00 ",0.95%,212%,2.96,10%,0%,1,6%,7%,111.93,0,0, -   ,0.00%,0%,0,0%,0%,0,5%,7%,109.51,0,358," 639,595,286.00 ",1.54%,233%,0,16%,0%,0,5%,9%,102.55,0,354," 552,112,087.00 ",0.96%,179%,0,8%,0%,0,6%,9%,101.88,0,360," 509,222,772.00 ",0.95%,393%,0,15%,0%,0,5%,10%,103.37,0,0," 415,160,616.00 ",1.08%,122%,0,9%,1%,0,7%,10%,101.78,0,0, -   ,0.00%,0%,0,0%,0%,0,7%,13%,103.78,0,0," 385,813,054.00 ",0.97%,190%,0,13%,1%,0,7%,10%,101.78
72,Active,Defined Contribution,Pension Scheme,Segregated funds,1,1233," 821,574,287.00 ",0.85%,146%,1.54,14%,0%,1,5%,11%,134.8,1,1263," 767,056,315.00 ",0.87%,169%,2.42,6%,0%,1,7%,13%,151.77,1,0," 725,510,884.00 ",0.99%,97%,1.52,1%,0%,1,9%,9%,121.95,1,1235," 727,002,705.00 ",0.82%,251%,1.7,14%,0%,1,6%,7%,111.93,0,0," 641,970,967.00 ",0.95%,149%,0,8%,0%,0,5%,7%,109.51,0,0," 614,049,323.00 ",0.92%,125%,0,9%,0%,0,5%,9%,102.55,0,0," 595,919,006.00 ",0.92%,142%,0,13%,0%,0,6%,9%,101.88,0,0," 563,381,160.00 ",0.95%,212%,0,13%,0%,0,5%,10%,103.37,0,0," 508,747,920.00 ",0.97%,79%,0,4%,0%,0,7%,10%,101.78,0,0," 522,913,739.00 ",1.04%,96%,0,10%,0%,0,7%,13%,103.78,0,0," 526,644,575.00 ",1.12%,123%,0,11%,0%,0,7%,10%,101.78
722,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,0," 565,387,444.00 ",0.58%,409%,2.69,10%,0%,1,5%,11%,134.8,0,236," 472,649,104.00 ",0.81%,189%,0,10%,0%,0,7%,13%,151.77,1,216," 421,098,120.00 ",0.00%,235%,2.42,8%,0%,5,9%,9%,121.95,1,0," 369,785,876.00 ",0.00%,126%,2.72,9%,0%,5,6%,7%,111.93,0,0," 352,137,121.00 ",0.00%,408%,0,8%,0%,0,5%,7%,109.51,0,184," 289,631,036.00 ",0.74%,212%,0,9%,0%,0,5%,9%,102.55,0,143," 250,955,200.00 ",0.84%,265%,0,8%,0%,0,6%,9%,101.88,0,0," 214,379,463.00 ",0.66%,188%,0,9%,0%,0,5%,10%,103.37,0,112," 191,556,691.00 ",0.84%,127%,0,8%,0%,0,7%,10%,101.78,0,0," 183,069,950.00 ",0.70%,335%,0,7%,0%,0,7%,13%,103.78,0,0," 158,077,664.00 ",0.62%,184%,0,11%,0%,0,7%,10%,101.78
723,Active,Defined Benefit,Pension Scheme,Segregated funds,1,590," 4,515,435,502.00 ",0.14%,712%,3.08,23%,0%,1,5%,11%,134.8,1,577," 3,289,542,399.00 ",0.14%,156%,3.1,1%,0%,1,7%,13%,151.77,1,563," 3,138,866,615.00 ",0.14%,399%,3.1,3%,0%,1,9%,9%,121.95,1,538," 2,818,022,034.00 ",0.75%,329%,3.5,11%,0%,1,6%,7%,111.93,0,513," 2,424,033,389.00 ",0.72%,437%,0,8%,0%,0,5%,7%,109.51,0,510," 2,093,645,573.00 ",0.77%,1211%,0,14%,0%,0,5%,9%,102.55,0,478," 1,621,494,586.00 ",0.88%,562%,0,5%,0%,0,6%,9%,101.88,0,469," 1,395,380,404.00 ",0.88%,519%,0,15%,0%,0,5%,10%,103.37,0,399," 1,061,038,945.00 ",0.95%,295%,0,4%,0%,0,7%,10%,101.78,0,0," 944,217,302.00 ",1.50%,117%,0,2%,0%,0,7%,13%,103.78,0,0, -   ,0.00%,0%,0,0%,0%,0,7%,10%,101.78
727,Active,Defined Contribution,Pension Scheme,Both Segregated and Guaranteed funds,5,153," 956,704,739.00 ",0.64%,229%,3.96,16%,0%,1,5%,11%,134.8,0,144," 689,488,513.00 ",0.68%,45%,0,6%,0%,0,7%,13%,151.77,1,76," 393,489,296.00 ",0.56%,129%,2.5,6%,0%,5,9%,9%,121.95,5,80," 381,715,225.00 ",0.57%,269%,3.52,8%,0%,5,6%,7%,111.93,0,86," 345,528,470.00 ",0.65%,243%,0,7%,0%,0,5%,7%,109.51,0,89," 316,322,566.00 ",0.62%,129%,0,9%,0%,0,5%,9%,102.55,0,88," 304,621,016.00 ",0.64%,142%,0,8%,0%,0,6%,9%,101.88,0,0," 290,524,616.00 ",0.76%,110%,0,10%,0%,0,5%,10%,103.37,0,98," 286,011,133.00 ",0.69%,166%,0,8%,0%,0,7%,10%,101.78,0,0," 268,969,283.00 ",0.67%,409%,0,8%,0%,0,7%,13%,103.78,0,0," 241,030,608.00 ",0.64%,235%,0,11%,0%,0,7%,10%,101.78
728,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,36," 17,040,073.00 ",0.65%,2188%,3.24,10%,0%,1,5%,11%,134.8,0,31," 14,686,206.00 ",0.93%,441%,0,9%,0%,0,7%,13%,151.77,1,33," 13,269,754.00 ",1.23%,902%,3.23,7%,0%,5,9%,9%,121.95,1,33," 11,964,153.00 ",1.34%,286%,3.44,10%,0%,5,6%,7%,111.93,0,34," 10,865,020.00 ",1.10%,39%,0,9%,0%,0,5%,7%,109.51,0,39," 13,725,566.00 ",0.96%,209%,0,9%,0%,0,5%,9%,102.55,0,36," 12,594,216.00 ",0.96%,1642%,0,9%,0%,0,6%,9%,101.88,0,37," 10,731,879.00 ",0.94%,365%,0,9%,0%,0,5%,10%,103.37,0,49," 9,486,075.00 ",0.98%,86%,0,8%,1%,0,7%,10%,101.78,0,37," 9,786,702.00 ",0.95%,566%,0,5%,1%,0,7%,13%,103.78,0,33," 8,799,686.00 ",0.94%,621%,0,10%,1%,0,7%,10%,101.78
730,Active,Defined Contribution,Pension Scheme,Segregated funds,5,197," 203,697,959.00 ",1.32%,347%,4.09,20%,10%,5,5%,11%,134.8,0,197," 173,089,344.00 ",2.55%,137%,0,3%,15%,0,7%,13%,151.77,5,198," 171,305,194.00 ",1.40%,18%,4.14,0%,19%,5,9%,9%,121.95,5,215," 180,011,275.00 ",1.29%,688%,4.32,8%,21%,5,6%,7%,111.93,0,214," 165,751,152.00 ",1.29%,363%,0,4%,24%,0,5%,7%,109.51,0,215," 159,764,545.00 ",1.28%,965%,0,10%,23%,0,5%,9%,102.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
